net,length_um
u_ctrl.u_task_table.period_mem\[0\]\[7\],9.48µm
u_ctrl.u_task_table.priority_mem\[7\]\[3\],9.48µm
u_ctrl.u_task_table.wcet_mem\[9\]\[8\],9.48µm
u_sq.cnt_mem\[8\]\[11\],9.48µm
u_ctrl.u_task_table.status_mem\[5\]\[0\],9.47µm
_02907_,9.46µm
_03431_,9.46µm
_04589_,9.46µm
_05467_,9.46µm
_05523_,9.46µm
_06232_,9.46µm
_08563_,9.46µm
_12501_,9.46µm
_14588_,9.46µm
_16680_,9.46µm
_21065_,9.46µm
_21187_,9.46µm
_21830_,9.46µm
_22915_,9.46µm
u_ctrl.u_task_table.abs_deadline_mem\[11\]\[8\],9.46µm
u_ctrl.u_task_table.deadline_mem\[11\]\[0\],9.46µm
u_ctrl.u_task_table.period_mem\[0\]\[5\],9.46µm
u_ctrl.u_task_table.period_mem\[14\]\[3\],9.46µm
u_ctrl.u_task_table.period_mem\[6\]\[14\],9.46µm
u_ctrl.u_task_table.remaining_wcet_mem\[0\]\[4\],9.46µm
u_ctrl.u_task_table.wcet_mem\[14\]\[8\],9.46µm
u_ctrl.u_task_table.period_mem\[15\]\[5\],9.455µm
u_ctrl.u_task_table.priority_mem\[8\]\[3\],9.455µm
u_ctrl.u_task_table.remaining_wcet_mem\[15\]\[13\],9.455µm
u_ctrl.u_task_table.remaining_wcet_mem\[1\]\[12\],9.455µm
_12976_,9.445µm
_00681_,9.44µm
_02657_,9.44µm
_07794_,9.44µm
_10434_,9.44µm
_11217_,9.44µm
_13103_,9.44µm
_13178_,9.44µm
_13228_,9.44µm
_22858_,9.44µm
u_scan.scan_reg\[205\],9.44µm
_16239_,9.43µm
u_ctrl.u_task_table.abs_deadline_mem\[3\]\[8\],9.425µm
_00015_,9.42µm
_03870_,9.42µm
_03878_,9.42µm
_07289_,9.42µm
_08264_,9.42µm
_09303_,9.42µm
_11204_,9.42µm
_12184_,9.42µm
_12855_,9.42µm
_12859_,9.42µm
_13274_,9.42µm
_13312_,9.42µm
_13716_,9.42µm
_14155_,9.42µm
_15439_,9.42µm
_15487_,9.42µm
_15613_,9.42µm
_15834_,9.42µm
_16823_,9.42µm
_20061_,9.42µm
_20110_,9.42µm
_21704_,9.42µm
_21949_,9.42µm
_22951_,9.42µm
_23037_,9.42µm
u_sq.cnt_mem\[2\]\[7\],9.42µm
_01036_,9.4µm
_04031_,9.4µm
_04069_,9.4µm
_05481_,9.4µm
_05961_,9.4µm
_06925_,9.4µm
_09524_,9.4µm
_10571_,9.4µm
_10849_,9.4µm
_13520_,9.4µm
_14603_,9.4µm
_14678_,9.4µm
_18047_,9.4µm
_20349_,9.4µm
_20415_,9.4µm
_21779_,9.4µm
u_ctrl.u_task_table.remaining_wcet_mem\[8\]\[3\],9.4µm
u_sq.cnt_mem\[15\]\[3\],9.4µm
u_ctrl.u_task_table.period_mem\[1\]\[14\],9.385µm
u_ctrl.u_task_table.priority_mem\[11\]\[2\],9.385µm
u_ctrl.u_task_table.remaining_wcet_mem\[3\]\[13\],9.385µm
_16954_,9.38µm
_17005_,9.38µm
_18472_,9.38µm
_20463_,9.38µm
_22426_,9.38µm
u_ctrl.u_task_table.deadline_mem\[10\]\[8\],9.38µm
u_ctrl.u_task_table.period_mem\[7\]\[3\],9.38µm
u_sq.cnt_mem\[0\]\[23\],9.38µm
_00432_,9.36µm
_01216_,9.36µm
_01250_,9.36µm
_03447_,9.36µm
_05786_,9.36µm
_07279_,9.36µm
_07482_,9.36µm
_07561_,9.36µm
_08990_,9.36µm
_09858_,9.36µm
_11760_,9.36µm
_11971_,9.36µm
_12442_,9.36µm
_16164_,9.36µm
_16497_,9.36µm
_16792_,9.36µm
_19882_,9.36µm
_19918_,9.36µm
_20216_,9.36µm
_20532_,9.36µm
_21647_,9.36µm
_21761_,9.36µm
scan_parallel\[23\],9.36µm
u_ctrl.u_task_table.abs_deadline_mem\[12\]\[0\],9.36µm
u_ctrl.u_task_table.deadline_mem\[8\]\[10\],9.36µm
u_ctrl.u_task_table.period_mem\[0\]\[8\],9.36µm
u_ctrl.u_task_table.priority_mem\[6\]\[3\],9.36µm
u_ctrl.u_task_table.remaining_wcet_mem\[11\]\[8\],9.36µm
u_ctrl.u_task_table.remaining_wcet_mem\[3\]\[11\],9.36µm
u_ctrl.u_task_table.wcet_mem\[10\]\[5\],9.36µm
u_ctrl.u_task_table.wcet_mem\[9\]\[6\],9.36µm
u_uart_apb.u_uart_tx.shift_reg\[0\],9.36µm
_11958_,9.355µm
_06340_,9.35µm
u_ctrl.u_task_table.remaining_wcet_mem\[3\]\[6\],9.35µm
_04796_,9.34µm
_05971_,9.34µm
_06002_,9.34µm
_06943_,9.34µm
_07225_,9.34µm
_09561_,9.34µm
_11728_,9.34µm
_12681_,9.34µm
_12739_,9.34µm
_14343_,9.34µm
_15103_,9.34µm
_15176_,9.34µm
_15503_,9.34µm
_15598_,9.34µm
_15653_,9.34µm
_15845_,9.34µm
_16053_,9.34µm
_16211_,9.34µm
_16922_,9.34µm
_16929_,9.34µm
_22692_,9.34µm
u_ctrl.u_task_table.period_mem\[13\]\[14\],9.34µm
u_sq.cnt_mem\[7\]\[18\],9.34µm
_00678_,9.325µm
_08117_,9.325µm
u_ctrl.u_task_table.priority_mem\[3\]\[1\],9.325µm
_00125_,9.32µm
_03139_,9.32µm
_04449_,9.32µm
_05892_,9.32µm
_06139_,9.32µm
_07084_,9.32µm
_07140_,9.32µm
_07346_,9.32µm
_08954_,9.32µm
_09719_,9.32µm
_10306_,9.32µm
_11046_,9.32µm
_12172_,9.32µm
_13064_,9.32µm
_13549_,9.32µm
_13954_,9.32µm
_14086_,9.32µm
_14634_,9.32µm
_15870_,9.32µm
_15997_,9.32µm
_16149_,9.32µm
_16213_,9.32µm
_17374_,9.32µm
_18524_,9.32µm
_18830_,9.32µm
_19783_,9.32µm
_19975_,9.32µm
_20228_,9.32µm
_20428_,9.32µm
_21433_,9.32µm
_21878_,9.32µm
u_ctrl.u_task_table.period_mem\[6\]\[11\],9.32µm
u_ctrl.u_task_table.period_mem\[8\]\[9\],9.32µm
u_ctrl.u_task_table.remaining_wcet_mem\[2\]\[15\],9.32µm
u_scan.scan_reg\[166\],9.32µm
u_uart_apb.resp_is_read,9.32µm
net1780,9.32µm
_00136_,9.3µm
_07203_,9.3µm
_10807_,9.3µm
_12394_,9.3µm
_21428_,9.3µm
_04594_,9.29µm
_04808_,9.29µm
_06877_,9.29µm
u_ctrl.u_task_table.wcet_mem\[7\]\[12\],9.285µm
_01014_,9.28µm
_03768_,9.28µm
_04355_,9.28µm
_04442_,9.28µm
_11329_,9.28µm
_15234_,9.28µm
_18831_,9.28µm
_22068_,9.28µm
u_ctrl.u_task_table.deadline_mem\[8\]\[4\],9.28µm
_16230_,9.27µm
_19208_,9.27µm
u_ctrl.u_task_table.remaining_wcet_mem\[11\]\[10\],9.265µm
u_ctrl.u_task_table.remaining_wcet_mem\[1\]\[6\],9.265µm
_03541_,9.26µm
_12081_,9.26µm
_17298_,9.26µm
_21783_,9.26µm
u_ctrl.pending_word1\[23\],9.26µm
u_ctrl.u_task_table.deadline_mem\[7\]\[10\],9.26µm
u_ctrl.u_task_table.remaining_wcet_mem\[2\]\[6\],9.26µm
u_ctrl.u_task_table.wcet_mem\[3\]\[0\],9.26µm
u_ctrl.u_task_table.status_mem\[15\]\[2\],9.245µm
_00489_,9.24µm
_03482_,9.24µm
_04448_,9.24µm
_04698_,9.24µm
_04706_,9.24µm
_08629_,9.24µm
_09036_,9.24µm
_10183_,9.24µm
_13722_,9.24µm
_14129_,9.24µm
_18153_,9.24µm
_18187_,9.24µm
_18717_,9.24µm
_20807_,9.24µm
_21273_,9.24µm
_21438_,9.24µm
u_ctrl.u_task_table.abs_deadline_mem\[0\]\[1\],9.24µm
u_ctrl.u_task_table.deadline_mem\[0\]\[12\],9.24µm
u_ctrl.u_task_table.deadline_mem\[0\]\[2\],9.24µm
u_ctrl.u_task_table.deadline_mem\[8\]\[3\],9.24µm
u_ctrl.u_task_table.period_mem\[10\]\[9\],9.24µm
u_ctrl.u_task_table.period_mem\[8\]\[7\],9.24µm
u_ctrl.u_task_table.period_mem\[8\]\[8\],9.24µm
u_ctrl.u_task_table.priority_mem\[1\]\[0\],9.24µm
u_ctrl.u_task_table.wcet_mem\[0\]\[2\],9.24µm
u_ctrl.u_task_table.wcet_mem\[10\]\[9\],9.24µm
u_ctrl.u_task_table.wcet_mem\[7\]\[8\],9.24µm
_02468_,9.22µm
_03690_,9.22µm
_06819_,9.22µm
_07196_,9.22µm
_10019_,9.22µm
_10967_,9.22µm
_17720_,9.22µm
_19985_,9.22µm
_20931_,9.22µm
u_ctrl.u_task_table.abs_deadline_mem\[13\]\[14\],9.22µm
u_ctrl.u_task_table.period_mem\[12\]\[0\],9.22µm
u_sq.cnt_mem\[5\]\[15\],9.22µm
u_ctrl.u_task_table.abs_deadline_mem\[15\]\[3\],9.215µm
u_ctrl.u_task_table.wcet_mem\[4\]\[10\],9.215µm
_15157_,9.21µm
_00164_,9.2µm
_02342_,9.2µm
_03043_,9.2µm
_03236_,9.2µm
_03735_,9.2µm
_03802_,9.2µm
_03987_,9.2µm
_08635_,9.2µm
_11250_,9.2µm
_12164_,9.2µm
_13081_,9.2µm
_15888_,9.2µm
_16400_,9.2µm
_16574_,9.2µm
_16934_,9.2µm
_17653_,9.2µm
_17786_,9.2µm
u_ctrl.u_task_table.abs_deadline_mem\[3\]\[12\],9.2µm
u_ctrl.u_task_table.remaining_wcet_mem\[13\]\[15\],9.2µm
u_ctrl.u_task_table.wcet_mem\[6\]\[9\],9.2µm
u_sq.cnt_mem\[8\]\[16\],9.2µm
_06268_,9.185µm
_00941_,9.18µm
_03101_,9.18µm
_10275_,9.18µm
_12613_,9.18µm
_19477_,9.18µm
_19976_,9.18µm
_22062_,9.18µm
_08105_,9.175µm
_06760_,9.17µm
u_uart_apb.u_cmd_parser.timeout_cnt\[29\],9.17µm
_00711_,9.16µm
_00869_,9.16µm
_07064_,9.16µm
_08865_,9.16µm
_12478_,9.16µm
_12594_,9.16µm
_14056_,9.16µm
_14403_,9.16µm
_16671_,9.16µm
_17592_,9.16µm
_20050_,9.16µm
_21242_,9.16µm
_21855_,9.16µm
_22785_,9.16µm
u_ctrl.u_task_table.period_mem\[5\]\[13\],9.16µm
u_ctrl.u_task_table.period_mem\[6\]\[5\],9.16µm
u_ctrl.u_task_table.priority_mem\[4\]\[1\],9.16µm
u_ctrl.u_task_table.remaining_wcet_mem\[8\]\[5\],9.16µm
u_ctrl.u_task_table.wcet_mem\[5\]\[11\],9.16µm
u_scan.scan_reg\[221\],9.16µm
u_sq.cnt_mem\[6\]\[4\],9.16µm
_15614_,9.155µm
_12750_,9.145µm
_01055_,9.14µm
_05921_,9.14µm
_06261_,9.14µm
_09477_,9.14µm
_13341_,9.14µm
_13721_,9.14µm
u_ctrl.u_task_table.abs_deadline_mem\[0\]\[4\],9.14µm
u_ctrl.u_task_table.abs_deadline_mem\[7\]\[2\],9.14µm
u_ctrl.u_task_table.deadline_mem\[11\]\[14\],9.14µm
u_ctrl.u_task_table.remaining_wcet_mem\[14\]\[2\],9.14µm
_03152_,9.12µm
_03723_,9.12µm
_03905_,9.12µm
_06127_,9.12µm
_06193_,9.12µm
_12788_,9.12µm
_13102_,9.12µm
_16720_,9.12µm
_16988_,9.12µm
_17369_,9.12µm
_18239_,9.12µm
_20615_,9.12µm
_20948_,9.12µm
_21979_,9.12µm
_22770_,9.12µm
u_ctrl.u_task_table.abs_deadline_mem\[12\]\[14\],9.12µm
u_ctrl.u_task_table.deadline_mem\[14\]\[12\],9.12µm
u_ctrl.u_task_table.deadline_mem\[1\]\[14\],9.12µm
u_ctrl.u_task_table.deadline_mem\[7\]\[5\],9.12µm
u_ctrl.u_task_table.period_mem\[9\]\[13\],9.12µm
u_ctrl.u_task_table.remaining_wcet_mem\[8\]\[9\],9.12µm
u_ctrl.u_task_table.wcet_mem\[7\]\[4\],9.12µm
u_uart_apb.u_resp_builder.data_reg\[23\],9.115µm
_00280_,9.1µm
_05698_,9.1µm
_07747_,9.1µm
_10355_,9.1µm
_13244_,9.1µm
_13824_,9.1µm
u_ctrl.u_task_table.wcet_mem\[13\]\[12\],9.1µm
u_ctrl.u_task_table.wcet_mem\[15\]\[10\],9.1µm
u_sq.cnt_mem\[3\]\[26\],9.1µm
_12013_,9.085µm
_02731_,9.08µm
_03615_,9.08µm
_04139_,9.08µm
_05020_,9.08µm
_05484_,9.08µm
_08220_,9.08µm
_10918_,9.08µm
_11373_,9.08µm
_13428_,9.08µm
_14518_,9.08µm
_17077_,9.08µm
_17634_,9.08µm
_17859_,9.08µm
_19072_,9.08µm
_19910_,9.08µm
_20481_,9.08µm
_22889_,9.08µm
u_sq.cnt_mem\[12\]\[21\],9.08µm
u_ctrl.u_task_table.period_mem\[15\]\[11\],9.075µm
_06482_,9.07µm
_01262_,9.06µm
_04158_,9.06µm
_05877_,9.06µm
_06019_,9.06µm
_07257_,9.06µm
_10010_,9.06µm
_12902_,9.06µm
_13600_,9.06µm
_13830_,9.06µm
u_ctrl.u_task_table.remaining_wcet_mem\[2\]\[9\],9.06µm
u_scan.scan_reg\[167\],9.06µm
u_scan.scan_reg\[190\],9.06µm
u_scan.scan_reg\[222\],9.06µm
u_sq.cnt_mem\[11\]\[11\],9.06µm
net1506,9.06µm
u_ctrl.u_task_table.deadline_mem\[15\]\[10\],9.045µm
u_ctrl.u_task_table.wcet_mem\[5\]\[14\],9.045µm
_01395_,9.04µm
_03684_,9.04µm
_06262_,9.04µm
_06337_,9.04µm
_07356_,9.04µm
_09817_,9.04µm
_10188_,9.04µm
_13324_,9.04µm
_14469_,9.04µm
_15042_,9.04µm
_15237_,9.04µm
_15394_,9.04µm
_15892_,9.04µm
_16138_,9.04µm
_16347_,9.04µm
_16417_,9.04µm
_18801_,9.04µm
_19874_,9.04µm
_21228_,9.04µm
_21269_,9.04µm
_21570_,9.04µm
u_ctrl.u_task_table.abs_deadline_mem\[2\]\[4\],9.04µm
u_sq.cnt_mem\[5\]\[1\],9.03µm
u_ctrl.u_task_table.abs_deadline_mem\[15\]\[2\],9.025µm
_01888_,9.02µm
_03702_,9.02µm
_04298_,9.02µm
_05245_,9.02µm
_07943_,9.02µm
_08230_,9.02µm
_09289_,9.02µm
_10506_,9.02µm
_11221_,9.02µm
_12745_,9.02µm
_12818_,9.02µm
_14192_,9.02µm
_14481_,9.02µm
_15207_,9.02µm
_16007_,9.02µm
_16531_,9.02µm
_17265_,9.02µm
_17663_,9.02µm
_18240_,9.02µm
_18797_,9.02µm
_19102_,9.02µm
_21993_,9.02µm
_22914_,9.02µm
u_ctrl.u_task_table.period_mem\[6\]\[8\],9.02µm
u_scan.scan_reg\[121\],9.02µm
u_scan.scan_reg\[251\],9.02µm
u_sq.cnt_mem\[11\]\[0\],9.02µm
u_sq.cnt_mem\[13\]\[10\],9.02µm
u_sq.cnt_mem\[1\]\[1\],9.02µm
_03467_,9µm
_03646_,9µm
_05310_,9µm
_06191_,9µm
_07622_,9µm
_11739_,9µm
_13651_,9µm
_19087_,9µm
_20564_,9µm
_20790_,9µm
_21245_,9µm
_21255_,9µm
_22814_,9µm
u_ctrl.u_task_table.remaining_wcet_mem\[4\]\[10\],9µm
u_ctrl.u_task_table.wcet_mem\[0\]\[0\],9µm
u_sq.cnt_mem\[12\]\[4\],9µm
u_sq.cnt_mem\[15\]\[8\],9µm
u_ctrl.u_task_table.priority_mem\[3\]\[0\],8.995µm
_00106_,8.98µm
_06601_,8.98µm
_07409_,8.98µm
_09358_,8.98µm
_10770_,8.98µm
_11532_,8.98µm
_13106_,8.98µm
_16894_,8.98µm
_20404_,8.98µm
u_ctrl.u_task_table.abs_deadline_mem\[1\]\[12\],8.98µm
u_ctrl.u_task_table.priority_mem\[4\]\[0\],8.98µm
u_ctrl.u_task_table.remaining_wcet_mem\[5\]\[8\],8.98µm
u_sq.cnt_mem\[9\]\[15\],8.98µm
u_uart_apb.u_apb_master.state\[2\],8.98µm
_20027_,8.975µm
_10374_,8.97µm
_00124_,8.96µm
_05354_,8.96µm
_05565_,8.96µm
_05653_,8.96µm
_06244_,8.96µm
_06636_,8.96µm
_06861_,8.96µm
_07128_,8.96µm
_08802_,8.96µm
_09848_,8.96µm
_10041_,8.96µm
_10244_,8.96µm
_10594_,8.96µm
_11856_,8.96µm
_12801_,8.96µm
_13111_,8.96µm
_13892_,8.96µm
_14754_,8.96µm
_14957_,8.96µm
_15332_,8.96µm
_15496_,8.96µm
_16040_,8.96µm
_21366_,8.96µm
_22324_,8.96µm
_22708_,8.96µm
_03162_,8.95µm
u_ctrl.u_task_table.period_mem\[15\]\[2\],8.945µm
_00061_,8.94µm
_02209_,8.94µm
_02753_,8.94µm
_03126_,8.94µm
_04665_,8.94µm
_04938_,8.94µm
_05203_,8.94µm
_07195_,8.94µm
_08231_,8.94µm
_09755_,8.94µm
_10192_,8.94µm
_10312_,8.94µm
_11668_,8.94µm
_13359_,8.94µm
_13611_,8.94µm
_14030_,8.94µm
_14054_,8.94µm
_14717_,8.94µm
_17158_,8.94µm
_17816_,8.94µm
_18626_,8.94µm
_19049_,8.94µm
_22020_,8.94µm
u_ctrl.u_task_table.deadline_mem\[11\]\[6\],8.94µm
u_ctrl.u_task_table.wcet_mem\[0\]\[13\],8.94µm
u_ctrl.u_task_table.wcet_mem\[4\]\[3\],8.94µm
u_uart_apb.u_resp_builder.data_reg\[13\],8.925µm
_04842_,8.92µm
_05670_,8.92µm
_07558_,8.92µm
_09203_,8.92µm
_12221_,8.92µm
_12572_,8.92µm
_12608_,8.92µm
_19282_,8.92µm
_19727_,8.92µm
_20710_,8.92µm
u_ctrl.u_task_table.abs_deadline_mem\[0\]\[13\],8.92µm
u_ctrl.u_task_table.abs_deadline_mem\[10\]\[9\],8.92µm
u_ctrl.u_task_table.wcet_mem\[1\]\[0\],8.92µm
_03224_,8.9µm
_04454_,8.9µm
_06781_,8.9µm
_09519_,8.9µm
_10137_,8.9µm
_12305_,8.9µm
_12938_,8.9µm
_18869_,8.9µm
_19301_,8.9µm
_19396_,8.9µm
_19759_,8.9µm
u_ctrl.u_task_table.abs_deadline_mem\[13\]\[11\],8.9µm
u_ctrl.u_task_table.deadline_mem\[10\]\[9\],8.9µm
u_ctrl.u_task_table.deadline_mem\[4\]\[7\],8.9µm
u_ctrl.u_task_table.period_mem\[10\]\[3\],8.9µm
u_ctrl.u_task_table.period_mem\[14\]\[12\],8.9µm
u_ctrl.u_task_table.wcet_mem\[10\]\[13\],8.9µm
u_ctrl.u_task_table.wcet_mem\[5\]\[1\],8.9µm
u_sq.cnt_mem\[15\]\[15\],8.9µm
u_sq.cnt_mem\[7\]\[3\],8.9µm
u_uart_apb.u_uart_tx.tick_cnt\[2\],8.9µm
_15300_,8.89µm
_06951_,8.88µm
_07429_,8.88µm
_12700_,8.88µm
_12747_,8.88µm
_13059_,8.88µm
_13404_,8.88µm
_14005_,8.88µm
_14837_,8.88µm
_14851_,8.88µm
_15029_,8.88µm
_15135_,8.88µm
_15502_,8.88µm
_15534_,8.88µm
_15570_,8.88µm
_15821_,8.88µm
_16031_,8.88µm
_16173_,8.88µm
_16184_,8.88µm
_16326_,8.88µm
_16344_,8.88µm
_19191_,8.88µm
_20375_,8.88µm
_21440_,8.88µm
apb_paddr\[24\],8.88µm
u_ctrl.u_task_table.abs_deadline_mem\[13\]\[3\],8.88µm
u_sq.cnt_mem\[7\]\[8\],8.88µm
_02390_,8.865µm
u_ctrl.u_task_table.wcet_mem\[2\]\[6\],8.865µm
_00059_,8.86µm
_03379_,8.86µm
_03807_,8.86µm
_03896_,8.86µm
_04476_,8.86µm
_05620_,8.86µm
_05632_,8.86µm
_07094_,8.86µm
_07349_,8.86µm
_09272_,8.86µm
_10108_,8.86µm
_11183_,8.86µm
_14358_,8.86µm
_14498_,8.86µm
_14716_,8.86µm
_15134_,8.86µm
_15681_,8.86µm
_16087_,8.86µm
_18051_,8.86µm
_18997_,8.86µm
_19229_,8.86µm
_20518_,8.86µm
_20555_,8.86µm
_20557_,8.86µm
_22016_,8.86µm
_22446_,8.86µm
_23072_,8.86µm
_00619_,8.84µm
_13783_,8.84µm
u_ctrl.u_task_table.period_mem\[12\]\[7\],8.835µm
_06023_,8.83µm
u_ctrl.u_task_table.deadline_mem\[3\]\[14\],8.825µm
_03652_,8.82µm
_05995_,8.82µm
_06170_,8.82µm
_06483_,8.82µm
_07227_,8.82µm
_07527_,8.82µm
_07705_,8.82µm
_09555_,8.82µm
_11498_,8.82µm
_11651_,8.82µm
_12120_,8.82µm
_17173_,8.82µm
_20122_,8.82µm
_21859_,8.82µm
u_ctrl.u_task_table.remaining_wcet_mem\[15\]\[14\],8.82µm
u_sq.id_mem\[13\]\[3\],8.82µm
_15678_,8.81µm
u_ctrl.u_task_table.period_mem\[1\]\[13\],8.805µm
_04127_,8.8µm
_05831_,8.8µm
_08487_,8.8µm
_10260_,8.8µm
_11824_,8.8µm
_16900_,8.8µm
_16918_,8.8µm
_19818_,8.8µm
_20917_,8.8µm
_23073_,8.8µm
u_ctrl.u_task_table.period_mem\[15\]\[9\],8.8µm
u_ctrl.u_task_table.wcet_mem\[12\]\[11\],8.8µm
u_uart_apb.u_resp_builder.data_reg\[17\],8.8µm
_00976_,8.78µm
_01892_,8.78µm
_04866_,8.78µm
_06681_,8.78µm
_08940_,8.78µm
_10721_,8.78µm
_11876_,8.78µm
_11908_,8.78µm
_12105_,8.78µm
_13209_,8.78µm
_13302_,8.78µm
_14127_,8.78µm
_16399_,8.78µm
_16493_,8.78µm
_16757_,8.78µm
_17135_,8.78µm
_17150_,8.78µm
_17431_,8.78µm
_17655_,8.78µm
_18272_,8.78µm
_18288_,8.78µm
_18668_,8.78µm
_20053_,8.78µm
_20219_,8.78µm
_21431_,8.78µm
_21544_,8.78µm
_21891_,8.78µm
cmd_word\[3\],8.78µm
u_ctrl.u_task_table.deadline_mem\[7\]\[8\],8.78µm
u_ctrl.u_task_table.period_mem\[0\]\[10\],8.78µm
u_ctrl.u_task_table.period_mem\[4\]\[7\],8.78µm
u_ctrl.u_task_table.period_mem\[6\]\[13\],8.78µm
u_ctrl.u_task_table.remaining_wcet_mem\[14\]\[7\],8.78µm
u_ctrl.u_task_table.wcet_mem\[1\]\[7\],8.78µm
u_sq.cnt_mem\[0\]\[11\],8.78µm
u_sq.cnt_mem\[12\]\[2\],8.78µm
_22908_,8.775µm
u_ctrl.u_task_table.abs_deadline_mem\[9\]\[15\],8.775µm
_03007_,8.76µm
_03588_,8.76µm
_03863_,8.76µm
_06829_,8.76µm
_13441_,8.76µm
_17581_,8.76µm
_17824_,8.76µm
_18473_,8.76µm
_21279_,8.76µm
u_ctrl.u_task_table.deadline_mem\[1\]\[13\],8.76µm
u_ctrl.u_task_table.wcet_mem\[11\]\[7\],8.76µm
u_ctrl.u_task_table.wcet_mem\[15\]\[9\],8.76µm
u_ctrl.u_task_table.wcet_mem\[3\]\[3\],8.76µm
u_scan.scan_reg\[35\],8.76µm
u_ctrl.u_task_table.period_mem\[13\]\[12\],8.755µm
u_ctrl.u_task_table.wcet_mem\[15\]\[7\],8.755µm
_02721_,8.74µm
_02822_,8.74µm
_03161_,8.74µm
_05869_,8.74µm
_06361_,8.74µm
_06580_,8.74µm
_06805_,8.74µm
_13747_,8.74µm
_13875_,8.74µm
_17615_,8.74µm
_18936_,8.74µm
_20724_,8.74µm
_20966_,8.74µm
_21851_,8.74µm
_21879_,8.74µm
u_ctrl.u_task_table.deadline_mem\[13\]\[6\],8.74µm
_00723_,8.72µm
_01361_,8.72µm
_06748_,8.72µm
_13410_,8.72µm
u_sq.id_mem\[10\]\[0\],8.72µm
_08053_,8.71µm
_07960_,8.705µm
u_ctrl.u_task_table.abs_deadline_mem\[10\]\[0\],8.705µm
_03190_,8.7µm
_07877_,8.7µm
_08768_,8.7µm
_11384_,8.7µm
_12970_,8.7µm
_13764_,8.7µm
_16866_,8.7µm
_16899_,8.7µm
_17196_,8.7µm
_17834_,8.7µm
_21916_,8.7µm
_21971_,8.7µm
_22509_,8.7µm
apb_paddr\[25\],8.7µm
u_ctrl.u_task_table.deadline_mem\[5\]\[11\],8.7µm
u_ctrl.u_task_table.period_mem\[12\]\[4\],8.7µm
_00095_,8.68µm
_01300_,8.68µm
_01569_,8.68µm
_03866_,8.68µm
_06351_,8.68µm
_08469_,8.68µm
_11190_,8.68µm
_14501_,8.68µm
_20355_,8.68µm
_21770_,8.68µm
u_ctrl.u_task_table.deadline_mem\[5\]\[12\],8.68µm
u_ctrl.u_task_table.wcet_mem\[10\]\[6\],8.68µm
u_ctrl.u_task_table.wcet_mem\[4\]\[1\],8.68µm
u_sq.cnt_mem\[1\]\[18\],8.68µm
_00793_,8.66µm
_03095_,8.66µm
_03594_,8.66µm
_04957_,8.66µm
_06128_,8.66µm
_06239_,8.66µm
_06646_,8.66µm
_07168_,8.66µm
_07489_,8.66µm
_07633_,8.66µm
_09103_,8.66µm
_16439_,8.66µm
_22337_,8.66µm
apb_paddr\[30\],8.66µm
u_ctrl.u_task_table.deadline_mem\[7\]\[7\],8.66µm
u_ctrl.u_task_table.deadline_mem\[9\]\[0\],8.66µm
u_sq.cnt_mem\[7\]\[10\],8.66µm
_13841_,8.65µm
_00196_,8.64µm
_01698_,8.64µm
_02118_,8.64µm
_02327_,8.64µm
_02513_,8.64µm
_04207_,8.64µm
_11470_,8.64µm
_11583_,8.64µm
_13251_,8.64µm
_17436_,8.64µm
_17941_,8.64µm
u_ctrl.u_task_table.deadline_mem\[8\]\[14\],8.64µm
u_ctrl.u_task_table.remaining_wcet_mem\[12\]\[8\],8.64µm
u_ctrl.u_task_table.wcet_mem\[12\]\[3\],8.64µm
u_ctrl.u_task_table.wcet_mem\[14\]\[15\],8.64µm
u_ctrl.u_task_table.wcet_mem\[15\]\[14\],8.64µm
u_ctrl.u_task_table.wcet_mem\[5\]\[12\],8.64µm
_06241_,8.635µm
_07570_,8.625µm
_00811_,8.62µm
_05250_,8.62µm
_06160_,8.62µm
_08070_,8.62µm
_09212_,8.62µm
_11012_,8.62µm
_17014_,8.62µm
_17081_,8.62µm
_17107_,8.62µm
_19189_,8.62µm
_20103_,8.62µm
_22241_,8.62µm
_23050_,8.62µm
_23115_,8.62µm
u_ctrl.u_task_table.remaining_wcet_mem\[9\]\[12\],8.62µm
u_ctrl.u_task_table.deadline_mem\[10\]\[14\],8.605µm
_02282_,8.6µm
_07139_,8.6µm
_08527_,8.6µm
_11349_,8.6µm
_11827_,8.6µm
_13545_,8.6µm
_13552_,8.6µm
_17896_,8.6µm
_21182_,8.6µm
u_ctrl.u_task_table.abs_deadline_mem\[4\]\[4\],8.6µm
u_ctrl.u_task_table.abs_deadline_mem\[7\]\[14\],8.6µm
u_ctrl.u_task_table.remaining_wcet_mem\[13\]\[11\],8.6µm
u_uart_apb.resp_data\[2\],8.6µm
u_uart_apb.u_uart_tx.bit_cnt\[1\],8.6µm
_03329_,8.59µm
_20168_,8.585µm
_00377_,8.58µm
_00894_,8.58µm
_03257_,8.58µm
_05369_,8.58µm
_06591_,8.58µm
_08000_,8.58µm
_08550_,8.58µm
_08852_,8.58µm
_08957_,8.58µm
_13573_,8.58µm
_13689_,8.58µm
_14867_,8.58µm
_17689_,8.58µm
_18526_,8.58µm
_18759_,8.58µm
_19275_,8.58µm
_20046_,8.58µm
_20365_,8.58µm
_20922_,8.58µm
u_ctrl.u_task_table.abs_deadline_mem\[2\]\[13\],8.58µm
_17965_,8.575µm
_15517_,8.57µm
u_ctrl.u_task_table.period_mem\[2\]\[12\],8.565µm
_00376_,8.56µm
